# Unihan 17.0.0 kMandarin; frequency from rime-pinyin-simp
㤬	hui	4	0
㤭	jiao	1	0
㤮	guang	4	0
㤯	jiong	3	0
㤰	zuo	4	0
㤱	fu	4	0
㤲	qie	4	0
㤳	bei	3	0
㤴	che	4	0
㤵	ci	2	0
㤶	mang	2	0
㤷	han	1	0
㤸	xi	4	0
㤹	qiu	2	0
㤺	huang	3	0
㤽	chou	2	0
㤾	san	4	0
㤿	yan	1	0
㥀	zhi	2	0
㥁	de	2	0
㥂	te	4	0
㥃	men	4	0
㥄	ling	2	0
㥅	shou	4	0
㥆	tui	4	0
㥇	can	2	0
㥈	die	2	0
㥉	che	4	0
㥊	peng	2	0
㥋	yi	1	0
㥌	ju	2	0
㥍	ji	4	0
㥎	lai	2	0
㥏	tian	3	0
㥐	yuan	4	0
㥒	cai	3	0
㥓	qi	1	0
㥔	yu	4	0
㥕	lian	2	0
㥖	cong	1	0
㥚	yu	2	0
㥛	ji	2	0
㥜	wei	4	0
㥝	mi	3	0
㥞	sui	4	0
㥟	xie	2	0
㥠	xu	1	0
㥡	chi	4	0
㥢	qiu	2	0
㥣	hui	4	0
㥥	yu	2	0
㥦	qie	4	0
㥧	shun	4	0
㥨	shui	4	0
㥩	duo	3	0
㥪	lou	2	0
㥬	pang	2	0
㥭	tai	4	0
㥮	zhou	4	0
㥯	yin	3	0
㥰	sao	1	0
㥱	fei	3	0
㥲	chen	1	0
㥳	yuan	2	0
㥴	yi	2	0
㥵	hun	4	0
㥶	se	4	0
㥷	ye	4	0
㥸	min	3	0
㥹	fen	3	0
㥺	he	2	0
㥼	yin	4	0
㥽	ce	4	0
㥾	ni	4	0
㥿	ao	4	0
㦀	feng	2	0
㦁	lian	2	0
㦂	chang	2	0
㦃	chan	3	0
㦄	ma	2	0
㦅	die	1	0
㦆	hu	1	0
㦇	lu	4	0
㦈	ai	4	0
㦉	yi	4	0
㦊	hua	2	0
㦋	zha	1	0
㦌	hu	1	0
㦍	e	4	0
㦎	huo	4	0
㦏	sun	3	0
㦐	ni	4	0
㦑	xian	4	0
㦒	li	2	0
㦓	xian	4	0
㦔	yan	4	0
㦕	long	2	0
